"","x","y","year","month","day","yearcount","monthactual","alt"
"466",1299,-0.221428571428571,"06","06",28,555,"Jun",1
"467",1300,-0.257142857142857,"06","06",29,556,"Jun",2
"468",1301,-0.316455696202532,"06","06",30,557,"Jun",1
"469",1312,-0.492877492877493,"06","07",10,568,"Jul",2
"470",1313,-0.590163934426229,"06","07",11,569,"Jul",1
"471",1314,-0.518072289156627,"06","07",12,570,"Jul",2
"472",1315,-0.430340557275542,"06","07",13,571,"Jul",1
"473",1316,-0.451127819548872,"06","07",14,572,"Jul",2
"474",1319,-0.373737373737374,"06","07",17,575,"Jul",1
"475",1320,-0.398058252427184,"06","07",18,576,"Jul",2
"476",1321,-0.481781376518219,"06","07",19,577,"Jul",1
"477",1322,-0.453900709219858,"06","07",20,578,"Jul",2
"478",1323,-0.435114503816794,"06","07",21,579,"Jul",1
"479",1325,-0.430656934306569,"06","07",23,581,"Jul",1
"480",1326,-0.456445993031359,"06","07",24,582,"Jul",2
"481",1327,-0.363914373088685,"06","07",25,583,"Jul",1
"482",1328,-0.408536585365854,"06","07",26,584,"Jul",2
"483",1329,-0.446494464944649,"06","07",27,585,"Jul",1
"484",1330,-0.486111111111111,"06","07",28,586,"Jul",2
"485",1333,-0.444866920152091,"06","07",31,589,"Jul",1
"486",1343,-0.611267605633803,"06","08",10,599,"Aug",1
"487",1344,-0.232142857142857,"06","08",11,600,"Aug",2
"488",1347,-0.486111111111111,"06","08",14,603,"Aug",1
"489",1348,-0.313609467455621,"06","08",15,604,"Aug",2
"490",1349,-0.507788161993769,"06","08",16,605,"Aug",1
"491",1350,-0.370030581039755,"06","08",17,606,"Aug",2
"492",1354,-0.272058823529412,"06","08",21,610,"Aug",2
"493",1355,-0.322147651006711,"06","08",22,611,"Aug",1
"494",1356,-0.380710659898477,"06","08",23,612,"Aug",2
"495",1357,-0.317073170731707,"06","08",24,613,"Aug",1
"496",1358,-0.605150214592275,"06","08",25,614,"Aug",2
"497",1359,-0.583710407239819,"06","08",26,615,"Aug",1
"498",1361,-0.401273885350318,"06","08",28,617,"Aug",1
"499",1362,-0.476190476190476,"06","08",29,618,"Aug",2
"500",1363,-0.226190476190476,"06","08",30,619,"Aug",1
"501",1364,-0.537878787878788,"06","08",31,620,"Aug",2
"502",1375,-0.402777777777778,"06","09",11,631,"Sep",1
"503",1376,-0.276119402985075,"06","09",12,632,"Sep",2
"504",1377,-0.43801652892562,"06","09",13,633,"Sep",1
"505",1378,-0.303571428571429,"06","09",14,634,"Sep",2
"506",1379,-0.333333333333333,"06","09",15,635,"Sep",1
"507",1382,-0.365333333333333,"06","09",18,638,"Sep",2
"508",1383,-0.339805825242718,"06","09",19,639,"Sep",1
"509",1384,-0.307291666666667,"06","09",20,640,"Sep",2
"510",1385,-0.318611987381703,"06","09",21,641,"Sep",1
"511",1386,-0.265822784810127,"06","09",22,642,"Sep",2
"512",1389,-0.351648351648352,"06","09",25,645,"Sep",1
"513",1390,-0.404040404040404,"06","09",26,646,"Sep",2
"514",1391,-0.242902208201893,"06","09",27,647,"Sep",1
"515",1392,-0.392156862745098,"06","09",28,648,"Sep",2
"516",1393,-0.397014925373134,"06","09",29,649,"Sep",1
"517",1405,-0.390532544378698,"06","10",10,661,"Oct",1
"518",1406,-0.263157894736842,"06","10",11,662,"Oct",2
"519",1407,-0.432432432432432,"06","10",12,663,"Oct",1
"520",1408,-0.578666666666667,"06","10",13,664,"Oct",2
"521",1411,-0.293506493506493,"06","10",16,667,"Oct",1
"522",1413,-0.375415282392027,"06","10",18,669,"Oct",1
"523",1419,-0.393393393393393,"06","10",24,675,"Oct",1
"524",1421,-0.26530612244898,"06","10",26,677,"Oct",1
"525",1425,-0.164556962025316,"06","10",30,681,"Oct",1
"526",1439,-0.198653198653199,"06","11",13,695,"Nov",1
"527",1440,-0.399361022364217,"06","11",14,696,"Nov",2
"528",1441,-0.279538904899135,"06","11",15,697,"Nov",1
"529",1442,-0.230337078651685,"06","11",16,698,"Nov",2
"530",1443,-0.197026022304833,"06","11",17,699,"Nov",1
"531",1446,-0.306930693069307,"06","11",20,702,"Nov",2
"532",1447,-0.504531722054381,"06","11",21,703,"Nov",1
"533",1448,-0.228070175438596,"06","11",22,704,"Nov",2
"534",1450,-0.427728613569322,"06","11",24,706,"Nov",2
"535",1453,-0.380208333333333,"06","11",27,709,"Nov",1
"536",1454,-0.344051446945338,"06","11",28,710,"Nov",2
"537",1455,-0.161073825503356,"06","11",29,711,"Nov",1
"538",1456,-0.19533527696793,"06","11",30,712,"Nov",2
"539",1468,-0.28448275862069,"06","12",11,724,"Dec",2
"540",1469,-0.345070422535211,"06","12",12,725,"Dec",1
"541",1470,-0.359773371104816,"06","12",13,726,"Dec",2
"542",1471,-0.228295819935691,"06","12",14,727,"Dec",1
"543",1472,-0.202346041055718,"06","12",15,728,"Dec",2
"544",1475,-0.31875,"06","12",18,731,"Dec",1
"545",1476,-0.294117647058824,"06","12",19,732,"Dec",2
"546",1477,-0.137254901960784,"06","12",20,733,"Dec",1
"547",1478,-0.414868105515588,"06","12",21,734,"Dec",2
"548",1483,-0.0883190883190883,"06","12",26,739,"Dec",1
"549",1484,-0.06875,"06","12",27,740,"Dec",2
"550",1485,-0.209411764705882,"06","12",28,741,"Dec",1
"551",1486,-0.380597014925373,"06","12",29,742,"Dec",2
"552",1488,-0.404255319148936,"06","12",31,744,"Dec",2
"553",1498,-0.155015197568389,"07","01",10,10,"Jan",2
"554",1499,-0.403598971722365,"07","01",11,11,"Jan",1
"555",1500,-0.204152249134948,"07","01",12,12,"Jan",2
"556",1503,-0.271317829457364,"07","01",15,15,"Jan",1
"557",1504,-0.325,"07","01",16,16,"Jan",2
"558",1505,-0.361842105263158,"07","01",17,17,"Jan",1
"559",1506,-0.333333333333333,"07","01",18,18,"Jan",2
"560",1507,-0.3375,"07","01",19,19,"Jan",1
"561",1510,-0.140298507462687,"07","01",22,22,"Jan",2
"562",1511,0,"07","01",23,23,"Jan",1
"563",1512,-0.395973154362416,"07","01",24,24,"Jan",2
"564",1513,-0.388571428571429,"07","01",25,25,"Jan",1
"565",1514,-0.232472324723247,"07","01",26,26,"Jan",2
"566",1517,-0.119453924914676,"07","01",29,29,"Jan",1
"567",1518,-0.217877094972067,"07","01",30,30,"Jan",2
"568",1519,-0.394594594594595,"07","01",31,31,"Jan",1
"569",1531,-0.405405405405405,"07","02",12,43,"Feb",1
"570",1532,-0.365853658536585,"07","02",13,44,"Feb",2
"571",1533,-0.226006191950464,"07","02",14,45,"Feb",1
"572",1534,-0.279761904761905,"07","02",15,46,"Feb",2
"573",1535,-0.328813559322034,"07","02",16,47,"Feb",1
"574",1538,-0.420875420875421,"07","02",19,50,"Feb",2
"575",1539,-0.648192771084337,"07","02",20,51,"Feb",1
"576",1540,-0.390769230769231,"07","02",21,52,"Feb",2
"577",1541,-0.381578947368421,"07","02",22,53,"Feb",1
"578",1542,-0.53448275862069,"07","02",23,54,"Feb",2
"579",1545,-0.335403726708075,"07","02",26,57,"Feb",1
"580",1546,-0.331707317073171,"07","02",27,58,"Feb",2
"581",1547,-0.182432432432432,"07","02",28,59,"Feb",1
"582",1562,-0.453924914675768,"07","03",12,74,"Mar",2
"583",1563,-0.322222222222222,"07","03",13,75,"Mar",1
"584",1564,-0.376543209876543,"07","03",14,76,"Mar",2
"585",1565,-0.58695652173913,"07","03",15,77,"Mar",1
"586",1566,-0.416666666666667,"07","03",16,78,"Mar",2
"587",1569,-0.323420074349442,"07","03",19,81,"Mar",1
"588",1570,-0.311897106109325,"07","03",20,82,"Mar",2
"589",1571,-0.267326732673267,"07","03",21,83,"Mar",1
"590",1572,-0.389189189189189,"07","03",22,84,"Mar",2
"591",1573,-0.172881355932203,"07","03",23,85,"Mar",1
"592",1576,-0.295774647887324,"07","03",26,88,"Mar",2
"593",1577,-0.465753424657534,"07","03",27,89,"Mar",1
"594",1578,-0.242105263157895,"07","03",28,90,"Mar",2
"595",1579,-0.273885350318471,"07","03",29,91,"Mar",1
"596",1580,-0.312693498452012,"07","03",30,92,"Mar",2
"597",1591,-0.274647887323944,"07","04",10,103,"Apr",1
"598",1592,-0.472312703583062,"07","04",11,104,"Apr",2
"599",1593,-0.441269841269841,"07","04",12,105,"Apr",1
"600",1594,-0.265536723163842,"07","04",13,106,"Apr",2
"601",1597,-0.574626865671642,"07","04",16,109,"Apr",1
"602",1598,-0.304597701149425,"07","04",17,110,"Apr",2
"603",1599,-0.663865546218487,"07","04",18,111,"Apr",1
"604",1600,-0.435435435435435,"07","04",19,112,"Apr",2
"605",1601,-0.576354679802956,"07","04",20,113,"Apr",1
"606",1604,-0.455621301775148,"07","04",23,116,"Apr",2
"607",1605,-0.516304347826087,"07","04",24,117,"Apr",1
"608",1606,-0.377245508982036,"07","04",25,118,"Apr",2
"609",1607,-0.21978021978022,"07","04",26,119,"Apr",1
"610",1608,-0.479591836734694,"07","04",27,120,"Apr",2
"611",1609,-0.763779527559055,"07","04",28,121,"Apr",1
"612",1611,-0.331306990881459,"07","04",30,123,"Apr",1
"613",1622,-0.337175792507205,"07","05",10,134,"May",2
"614",1623,-0.201550387596899,"07","05",11,135,"May",1
"615",1626,-0.511904761904762,"07","05",14,138,"May",2
"616",1627,-0.188630490956072,"07","05",15,139,"May",1
"617",1628,-0.0119047619047619,"07","05",16,140,"May",2
"618",1629,-0.0794701986754967,"07","05",17,141,"May",1
"619",1630,-0.371428571428571,"07","05",18,142,"May",2
"620",1633,-0.306122448979592,"07","05",21,145,"May",1
"621",1634,-0.331230283911672,"07","05",22,146,"May",2
"622",1635,-0.189003436426117,"07","05",23,147,"May",1
"623",1636,-0.049079754601227,"07","05",24,148,"May",2
"624",1637,-0.269461077844311,"07","05",25,149,"May",1
"625",1640,-0.26056338028169,"07","05",28,152,"May",2
"626",1641,-0.415789473684211,"07","05",29,153,"May",1
"627",1642,-0.376044568245125,"07","05",30,154,"May",2
"628",1643,-0.4,"07","05",31,155,"May",1
"629",1654,-0.172804532577904,"07","06",11,166,"Jun",2
"630",1655,-0.0756302521008403,"07","06",12,167,"Jun",1
"631",1656,-0.53929539295393,"07","06",13,168,"Jun",2
"632",1657,-0.229050279329609,"07","06",14,169,"Jun",1
"633",1658,-0.254054054054054,"07","06",15,170,"Jun",2
"634",1661,-0.422680412371134,"07","06",18,173,"Jun",1
"635",1662,-0.3515625,"07","06",19,174,"Jun",2
"636",1663,-0.370491803278689,"07","06",20,175,"Jun",1
"637",1664,-0.152238805970149,"07","06",21,176,"Jun",2
"638",1665,-0.174917491749175,"07","06",22,177,"Jun",1
"639",1668,-0.29483282674772,"07","06",25,180,"Jun",2
"640",1669,-0.363914373088685,"07","06",26,181,"Jun",1
"641",1670,-0.147058823529412,"07","06",27,182,"Jun",2
"642",1671,-0.216867469879518,"07","06",28,183,"Jun",1
"643",1672,-0.286486486486487,"07","06",29,184,"Jun",2
"644",1684,-0.210191082802548,"07","07",10,196,"Jul",2
"645",1686,-0.255255255255255,"07","07",12,198,"Jul",2
"646",1687,-0.149425287356322,"07","07",13,199,"Jul",1
"647",1690,-0.315942028985507,"07","07",16,202,"Jul",2
"648",1691,-0.49185667752443,"07","07",17,203,"Jul",1
"649",1692,-0.219219219219219,"07","07",18,204,"Jul",2
"650",1693,-0.207317073170732,"07","07",19,205,"Jul",1
"651",1694,-0.0738255033557047,"07","07",20,206,"Jul",2
"652",1697,-0.0155038759689922,"07","07",23,209,"Jul",1
"653",1698,-0.0843373493975904,"07","07",24,210,"Jul",2
"654",1699,-0.492795389048991,"07","07",25,211,"Jul",1
"655",1700,-0.30939226519337,"07","07",26,212,"Jul",2
"656",1701,-0.503416856492027,"07","07",27,213,"Jul",1
"657",1704,-0.392857142857143,"07","07",30,216,"Jul",2
"658",1705,-0.174041297935103,"07","07",31,217,"Jul",1
"659",1715,-0.304347826086957,"07","08",10,227,"Aug",1
"660",1718,-0.377142857142857,"07","08",13,230,"Aug",2
"661",1719,-0.28133704735376,"07","08",14,231,"Aug",1
"662",1720,-0.361842105263158,"07","08",15,232,"Aug",2
"663",1721,-0.277591973244147,"07","08",16,233,"Aug",1
"664",1722,-0.501385041551247,"07","08",17,234,"Aug",2
"665",1725,-0.410596026490066,"07","08",20,237,"Aug",1
"666",1726,-0.324808184143222,"07","08",21,238,"Aug",2
"667",1728,-0.0555555555555556,"07","08",23,240,"Aug",2
"668",1729,-0.288590604026846,"07","08",24,241,"Aug",1
"669",1732,-0.290322580645161,"07","08",27,244,"Aug",2
"670",1733,-0.52078239608802,"07","08",28,245,"Aug",1
"671",1735,-0.476683937823834,"07","08",30,247,"Aug",1
"672",1746,-0.394321766561514,"07","09",10,258,"Sep",2
"673",1747,-0.106109324758842,"07","09",11,259,"Sep",1
"674",1748,-0.346368715083799,"07","09",12,260,"Sep",2
"675",1749,-0.0860927152317881,"07","09",13,261,"Sep",1
"676",1750,-0.208860759493671,"07","09",14,262,"Sep",2
"677",1753,-0.378839590443686,"07","09",17,265,"Sep",1
"678",1755,-0.501706484641638,"07","09",19,267,"Sep",1
"679",1756,-0.310077519379845,"07","09",20,268,"Sep",2
"680",1757,-0.309352517985612,"07","09",21,269,"Sep",1
"681",1758,-0.36,"07","09",22,270,"Sep",2
"682",1760,-0.392550143266476,"07","09",24,272,"Sep",2
"683",1761,-0.268965517241379,"07","09",25,273,"Sep",1
"684",1762,-0.393501805054152,"07","09",26,274,"Sep",2
"685",1763,-0.407407407407407,"07","09",27,275,"Sep",1
"686",1764,-0.422492401215805,"07","09",28,276,"Sep",2
"687",1777,-0.547826086956522,"07","10",10,289,"Oct",1
"688",1778,-0.513812154696133,"07","10",11,290,"Oct",2
"689",1780,-0.400576368876081,"07","10",13,292,"Oct",2
"690",1782,-0.313868613138686,"07","10",15,294,"Oct",2
"691",1783,-0.28719723183391,"07","10",16,295,"Oct",1
"692",1784,-0.443526170798898,"07","10",17,296,"Oct",2
"693",1785,-0.343915343915344,"07","10",18,297,"Oct",1
"694",1786,-0.201970443349754,"07","10",19,298,"Oct",2
"695",1789,-0.288732394366197,"07","10",22,301,"Oct",1
"696",1790,-0.433333333333333,"07","10",23,302,"Oct",2
"697",1791,-0.405228758169935,"07","10",24,303,"Oct",1
"698",1792,-0.46875,"07","10",25,304,"Oct",2
"699",1796,-0.322981366459627,"07","10",29,308,"Oct",2
"700",1797,-0.30791788856305,"07","10",30,309,"Oct",1
"701",1798,-0.320754716981132,"07","10",31,310,"Oct",2
"702",1810,-0.30718954248366,"07","11",12,322,"Nov",2
"703",1811,-0.145695364238411,"07","11",13,323,"Nov",1
"704",1812,-0.24,"07","11",14,324,"Nov",2
"705",1813,-0.0613718411552347,"07","11",15,325,"Nov",1
"706",1814,-0.415,"07","11",16,326,"Nov",2
"707",1817,-0.229235880398671,"07","11",19,329,"Nov",1
"708",1818,-0.233644859813084,"07","11",20,330,"Nov",2
"709",1819,-0.393063583815029,"07","11",21,331,"Nov",1
"710",1824,-0.272237196765499,"07","11",26,336,"Nov",2
"711",1825,-0.401662049861496,"07","11",27,337,"Nov",1
"712",1827,-0.226158038147139,"07","11",29,339,"Nov",1
"713",1828,-0.365168539325843,"07","11",30,340,"Nov",2
"714",1839,-0.353591160220994,"07","12",10,351,"Dec",1
"715",1841,-0.252525252525253,"07","12",12,353,"Dec",1
"716",1842,-0.169811320754717,"07","12",13,354,"Dec",2
"717",1846,-0.130653266331658,"07","12",17,358,"Dec",2
"718",1847,-0.157894736842105,"07","12",18,359,"Dec",1
"719",1848,-0.128787878787879,"07","12",19,360,"Dec",2
"720",1849,-0.251336898395722,"07","12",20,361,"Dec",1
"721",1855,-0.450746268656716,"07","12",26,367,"Dec",1
"722",1856,-0.430340557275542,"07","12",27,368,"Dec",2
"723",1857,-0.413489736070381,"07","12",28,369,"Dec",1
"724",1860,0.237354085603113,"07","12",31,372,"Dec",2
"725",1870,-0.155015197568389,"07","01",10,382,"Jan",2
"726",1871,-0.403598971722365,"07","01",11,383,"Jan",1
"727",1872,-0.204152249134948,"07","01",12,384,"Jan",2
"728",1875,-0.271317829457364,"07","01",15,387,"Jan",1
"729",1876,-0.325,"07","01",16,388,"Jan",2
"730",1877,-0.361842105263158,"07","01",17,389,"Jan",1
"731",1878,-0.333333333333333,"07","01",18,390,"Jan",2
"732",1879,-0.3375,"07","01",19,391,"Jan",1
"733",1882,-0.140298507462687,"07","01",22,394,"Jan",2
"734",1883,0,"07","01",23,395,"Jan",1
"735",1884,-0.395973154362416,"07","01",24,396,"Jan",2
"736",1885,-0.388571428571429,"07","01",25,397,"Jan",1
"737",1886,-0.232472324723247,"07","01",26,398,"Jan",2
"738",1889,-0.119453924914676,"07","01",29,401,"Jan",1
"739",1890,-0.217877094972067,"07","01",30,402,"Jan",2
"740",1891,-0.394594594594595,"07","01",31,403,"Jan",1
"741",1903,-0.405405405405405,"07","02",12,415,"Feb",1
"742",1904,-0.365853658536585,"07","02",13,416,"Feb",2
"743",1905,-0.226006191950464,"07","02",14,417,"Feb",1
"744",1906,-0.279761904761905,"07","02",15,418,"Feb",2
"745",1907,-0.328813559322034,"07","02",16,419,"Feb",1
"746",1910,-0.420875420875421,"07","02",19,422,"Feb",2
"747",1911,-0.648192771084337,"07","02",20,423,"Feb",1
"748",1912,-0.390769230769231,"07","02",21,424,"Feb",2
"749",1913,-0.381578947368421,"07","02",22,425,"Feb",1
"750",1914,-0.53448275862069,"07","02",23,426,"Feb",2
"751",1917,-0.335403726708075,"07","02",26,429,"Feb",1
"752",1918,-0.331707317073171,"07","02",27,430,"Feb",2
"753",1919,-0.182432432432432,"07","02",28,431,"Feb",1
"754",1934,-0.453924914675768,"07","03",12,446,"Mar",2
"755",1935,-0.322222222222222,"07","03",13,447,"Mar",1
"756",1936,-0.376543209876543,"07","03",14,448,"Mar",2
"757",1937,-0.58695652173913,"07","03",15,449,"Mar",1
"758",1938,-0.416666666666667,"07","03",16,450,"Mar",2
"759",1941,-0.323420074349442,"07","03",19,453,"Mar",1
"760",1942,-0.311897106109325,"07","03",20,454,"Mar",2
"761",1943,-0.267326732673267,"07","03",21,455,"Mar",1
"762",1944,-0.389189189189189,"07","03",22,456,"Mar",2
"763",1945,-0.172881355932203,"07","03",23,457,"Mar",1
"764",1948,-0.295774647887324,"07","03",26,460,"Mar",2
"765",1949,-0.465753424657534,"07","03",27,461,"Mar",1
"766",1950,-0.242105263157895,"07","03",28,462,"Mar",2
"767",1951,-0.273885350318471,"07","03",29,463,"Mar",1
"768",1952,-0.312693498452012,"07","03",30,464,"Mar",2
"769",1963,-0.274647887323944,"07","04",10,475,"Apr",1
"770",1964,-0.472312703583062,"07","04",11,476,"Apr",2
"771",1965,-0.441269841269841,"07","04",12,477,"Apr",1
"772",1966,-0.265536723163842,"07","04",13,478,"Apr",2
"773",1969,-0.574626865671642,"07","04",16,481,"Apr",1
"774",1970,-0.304597701149425,"07","04",17,482,"Apr",2
"775",1971,-0.663865546218487,"07","04",18,483,"Apr",1
"776",1972,-0.435435435435435,"07","04",19,484,"Apr",2
"777",1973,-0.576354679802956,"07","04",20,485,"Apr",1
"778",1976,-0.455621301775148,"07","04",23,488,"Apr",2
"779",1977,-0.516304347826087,"07","04",24,489,"Apr",1
"780",1978,-0.377245508982036,"07","04",25,490,"Apr",2
"781",1979,-0.21978021978022,"07","04",26,491,"Apr",1
"782",1980,-0.479591836734694,"07","04",27,492,"Apr",2
"783",1981,-0.763779527559055,"07","04",28,493,"Apr",1
"784",1983,-0.331306990881459,"07","04",30,495,"Apr",1
"785",1994,-0.337175792507205,"07","05",10,506,"May",2
"786",1995,-0.201550387596899,"07","05",11,507,"May",1
"787",1998,-0.511904761904762,"07","05",14,510,"May",2
"788",1999,-0.188630490956072,"07","05",15,511,"May",1
"789",2000,-0.0119047619047619,"07","05",16,512,"May",2
"790",2001,-0.0794701986754967,"07","05",17,513,"May",1
"791",2002,-0.371428571428571,"07","05",18,514,"May",2
"792",2005,-0.306122448979592,"07","05",21,517,"May",1
"793",2006,-0.331230283911672,"07","05",22,518,"May",2
"794",2007,-0.189003436426117,"07","05",23,519,"May",1
"795",2008,-0.049079754601227,"07","05",24,520,"May",2
"796",2009,-0.269461077844311,"07","05",25,521,"May",1
"797",2012,-0.26056338028169,"07","05",28,524,"May",2
"798",2013,-0.415789473684211,"07","05",29,525,"May",1
"799",2014,-0.376044568245125,"07","05",30,526,"May",2
"800",2015,-0.4,"07","05",31,527,"May",1
"801",2026,-0.172804532577904,"07","06",11,538,"Jun",2
"802",2027,-0.0756302521008403,"07","06",12,539,"Jun",1
"803",2028,-0.53929539295393,"07","06",13,540,"Jun",2
"804",2029,-0.229050279329609,"07","06",14,541,"Jun",1
"805",2030,-0.254054054054054,"07","06",15,542,"Jun",2
"806",2033,-0.422680412371134,"07","06",18,545,"Jun",1
"807",2034,-0.3515625,"07","06",19,546,"Jun",2
"808",2035,-0.370491803278689,"07","06",20,547,"Jun",1
"809",2036,-0.152238805970149,"07","06",21,548,"Jun",2
"810",2037,-0.174917491749175,"07","06",22,549,"Jun",1
"811",2040,-0.29483282674772,"07","06",25,552,"Jun",2
"812",2041,-0.363914373088685,"07","06",26,553,"Jun",1
"813",2042,-0.147058823529412,"07","06",27,554,"Jun",2
"814",2043,-0.216867469879518,"07","06",28,555,"Jun",1
"815",2044,-0.286486486486487,"07","06",29,556,"Jun",2
"816",2056,-0.210191082802548,"07","07",10,568,"Jul",2
"817",2058,-0.255255255255255,"07","07",12,570,"Jul",2
"818",2059,-0.149425287356322,"07","07",13,571,"Jul",1
"819",2062,-0.315942028985507,"07","07",16,574,"Jul",2
"820",2063,-0.49185667752443,"07","07",17,575,"Jul",1
"821",2064,-0.219219219219219,"07","07",18,576,"Jul",2
"822",2065,-0.207317073170732,"07","07",19,577,"Jul",1
"823",2066,-0.0738255033557047,"07","07",20,578,"Jul",2
"824",2069,-0.0155038759689922,"07","07",23,581,"Jul",1
"825",2070,-0.0843373493975904,"07","07",24,582,"Jul",2
"826",2071,-0.492795389048991,"07","07",25,583,"Jul",1
"827",2072,-0.30939226519337,"07","07",26,584,"Jul",2
"828",2073,-0.503416856492027,"07","07",27,585,"Jul",1
"829",2076,-0.392857142857143,"07","07",30,588,"Jul",2
"830",2077,-0.174041297935103,"07","07",31,589,"Jul",1
"831",2087,-0.304347826086957,"07","08",10,599,"Aug",1
"832",2090,-0.377142857142857,"07","08",13,602,"Aug",2
"833",2091,-0.28133704735376,"07","08",14,603,"Aug",1
"834",2092,-0.361842105263158,"07","08",15,604,"Aug",2
"835",2093,-0.277591973244147,"07","08",16,605,"Aug",1
